GeneName	GeneID	gene_biotype	maxLength
Ift88	ENSMUSG00000040040	protein_coding	4226
Ift88os	ENSMUSG00000086486	lncRNA	2015
Igbp1	ENSMUSG00000031221	protein_coding	4695
Igbp1b	ENSMUSG00000046717	protein_coding	1456
Igdcc3	ENSMUSG00000032394	protein_coding	3183
Igdcc4	ENSMUSG00000032816	protein_coding	6361
Igf1	ENSMUSG00000020053	protein_coding	7050
Igf1os	ENSMUSG00000058934	lncRNA	2595
Igf1r	ENSMUSG00000005533	protein_coding	11421
Igf2	ENSMUSG00000048583	protein_coding	4722
Igf2bp1	ENSMUSG00000013415	protein_coding	8371
Igf2bp2	ENSMUSG00000033581	protein_coding	4946
Igf2bp3	ENSMUSG00000029814	protein_coding	4345
Igf2os	ENSMUSG00000086266	lncRNA	4778
Igf2r	ENSMUSG00000023830	protein_coding	8887
Igfals	ENSMUSG00000046070	protein_coding	2625
Igfbp1	ENSMUSG00000020429	protein_coding	1525
Igfbp2	ENSMUSG00000039323	protein_coding	1307
Igfbp3	ENSMUSG00000020427	protein_coding	2421
Igfbp4	ENSMUSG00000017493	protein_coding	3831
Igfbp5	ENSMUSG00000026185	protein_coding	6006
Igfbp6	ENSMUSG00000023046	protein_coding	1111
Igfbp7	ENSMUSG00000036256	protein_coding	1198
Igfbpl1	ENSMUSG00000035551	protein_coding	2864
Igfl3	ENSMUSG00000066756	protein_coding	575
Igflr1	ENSMUSG00000036826	protein_coding	1224
Igfn1	ENSMUSG00000051985	protein_coding	8989
Igha	ENSMUSG00000095079	IG_C_gene	2540
Ighd	ENSMUSG00000104213	IG_C_gene	1806
Ighd1-1	ENSMUSG00000076630	IG_D_gene	23
Ighd2-3	ENSMUSG00000096568	IG_D_gene	17
Ighd2-4	ENSMUSG00000095444	IG_D_gene	17
Ighd2-5	ENSMUSG00000095897	IG_D_gene	17
Ighd2-6	ENSMUSG00000096250	IG_D_gene	17
Ighd2-7	ENSMUSG00000094057	IG_D_gene	17
Ighd2-8	ENSMUSG00000095656	IG_D_gene	17
Ighd3-1	ENSMUSG00000093818	IG_D_gene	17
Ighd3-2	ENSMUSG00000094552	IG_D_gene	16
Ighd4-1	ENSMUSG00000094028	IG_D_gene	11
Ighd5-1	ENSMUSG00000095549	IG_D_pseudogene	10
Ighd5-2	ENSMUSG00000096396	IG_D_gene	10
Ighd5-3	ENSMUSG00000093876	IG_D_gene	10
Ighd5-4	ENSMUSG00000096884	IG_D_gene	10
Ighd5-5	ENSMUSG00000094957	IG_D_gene	10
Ighd5-6	ENSMUSG00000096420	IG_D_gene	12
Ighd5-7	ENSMUSG00000095592	IG_D_gene	29
Ighd5-8	ENSMUSG00000094268	IG_D_gene	29
Ighd6-1	ENSMUSG00000095399	IG_D_pseudogene	29
Ighd6-2	ENSMUSG00000096301	IG_D_pseudogene	29
Ighe	ENSMUSG00000087642	IG_C_gene	1460
Ighg1	ENSMUSG00000076614	IG_C_gene	2482
Ighg2b	ENSMUSG00000076613	IG_C_gene	2566
Ighg2c	ENSMUSG00000076612	IG_C_gene	1214
Ighg3	ENSMUSG00000076615	IG_C_gene	2414
Ighj1	ENSMUSG00000076621	IG_J_gene	53
Ighj2	ENSMUSG00000076620	IG_J_gene	54
Ighj3	ENSMUSG00000076619	IG_J_gene	48
Ighj4	ENSMUSG00000076618	IG_J_gene	54
Ighm	ENSMUSG00000076617	IG_C_gene	1698
Ighmbp2	ENSMUSG00000024831	protein_coding	5569
Ighv1-1	ENSMUSG00000103340	IG_V_pseudogene	291
Ighv1-10	ENSMUSG00000102502	IG_V_pseudogene	355
Ighv1-11	ENSMUSG00000102888	IG_V_gene	351
Ighv1-12	ENSMUSG00000095416	IG_V_gene	386
Ighv1-13	ENSMUSG00000102587	IG_V_pseudogene	350
Ighv1-13	ENSMUSG00000090765	IG_LV_gene	350
Ighv1-14	ENSMUSG00000104422	IG_V_pseudogene	402
Ighv1-15	ENSMUSG00000103254	IG_V_gene	351
Ighv1-16	ENSMUSG00000095554	IG_V_gene	294
Ighv1-17	ENSMUSG00000103790	IG_V_pseudogene	350
Ighv1-17-1	ENSMUSG00000102773	IG_V_pseudogene	351
Ighv1-18	ENSMUSG00000076695	IG_V_gene	351
Ighv1-19	ENSMUSG00000096410	IG_V_gene	405
Ighv1-19-1	ENSMUSG00000102806	IG_V_pseudogene	351
Ighv1-2	ENSMUSG00000102524	IG_V_pseudogene	378
Ighv1-20	ENSMUSG00000095761	IG_V_gene	351
Ighv1-21	ENSMUSG00000102654	IG_V_pseudogene	351
Ighv1-21-1	ENSMUSG00000102678	IG_V_pseudogene	351
Ighv1-22	ENSMUSG00000094561	IG_V_gene	351
Ighv1-23	ENSMUSG00000103290	IG_V_gene	351
Ighv1-24	ENSMUSG00000094241	IG_V_gene	351
Ighv1-25	ENSMUSG00000102952	IG_V_pseudogene	345
Ighv1-26	ENSMUSG00000094546	IG_V_gene	351
Ighv1-27	ENSMUSG00000103395	IG_V_pseudogene	340
Ighv1-28	ENSMUSG00000102315	IG_V_pseudogene	351
Ighv1-29	ENSMUSG00000102512	IG_V_pseudogene	342
Ighv1-3	ENSMUSG00000102641	IG_V_pseudogene	302
Ighv1-30	ENSMUSG00000102281	IG_V_pseudogene	349
Ighv1-31	ENSMUSG00000096649	IG_V_gene	351
Ighv1-32	ENSMUSG00000102656	IG_V_pseudogene	351
Ighv1-33	ENSMUSG00000102942	IG_V_pseudogene	350
Ighv1-34	ENSMUSG00000093955	IG_V_gene	388
Ighv1-35	ENSMUSG00000103554	IG_V_pseudogene	351
Ighv1-36	ENSMUSG00000094051	IG_V_gene	351
Ighv1-37	ENSMUSG00000095923	IG_V_gene	351
Ighv1-38	ENSMUSG00000103873	IG_V_pseudogene	349
Ighv1-39	ENSMUSG00000095130	IG_V_gene	351
Ighv1-4	ENSMUSG00000095442	IG_V_gene	351
Ighv1-40	ENSMUSG00000102991	IG_V_pseudogene	345
Ighv1-41	ENSMUSG00000102535	IG_V_pseudogene	329
Ighv1-42	ENSMUSG00000094652	IG_V_gene	351
Ighv1-43	ENSMUSG00000095859	IG_V_gene	351
Ighv1-44	ENSMUSG00000103300	IG_V_pseudogene	352
Ighv1-45	ENSMUSG00000102528	IG_V_pseudogene	352
Ighv1-46	ENSMUSG00000102928	IG_V_pseudogene	351
Ighv1-47	ENSMUSG00000076709	IG_V_gene	397
Ighv1-48	ENSMUSG00000102453	IG_V_pseudogene	294
Ighv1-49	ENSMUSG00000076710	IG_V_gene	351
Ighv1-5	ENSMUSG00000096499	IG_V_gene	395
Ighv1-50	ENSMUSG00000094198	IG_V_gene	390
Ighv1-51	ENSMUSG00000104176	IG_V_pseudogene	354
Ighv1-52	ENSMUSG00000095204	IG_V_gene	351
Ighv1-53	ENSMUSG00000093894	IG_V_gene	351
Ighv1-54	ENSMUSG00000094787	IG_V_gene	377
Ighv1-55	ENSMUSG00000095589	IG_V_gene	415
Ighv1-56	ENSMUSG00000094862	IG_V_gene	351
Ighv1-57	ENSMUSG00000102295	IG_V_pseudogene	349
Ighv1-58	ENSMUSG00000095889	IG_V_gene	351
Ighv1-59	ENSMUSG00000095197	IG_V_gene	351
Ighv1-6	ENSMUSG00000103915	IG_V_pseudogene	293
Ighv1-60	ENSMUSG00000104320	IG_V_pseudogene	405
Ighv1-61	ENSMUSG00000094087	IG_V_gene	351
Ighv1-62	ENSMUSG00000102765	IG_V_pseudogene	350
Ighv1-62-1	ENSMUSG00000102313	IG_V_gene	349
Ighv1-62-2	ENSMUSG00000096078	IG_V_gene	378
Ighv1-62-3	ENSMUSG00000096767	IG_V_gene	405
Ighv1-63	ENSMUSG00000096672	IG_V_gene	351
Ighv1-64	ENSMUSG00000094088	IG_V_gene	405
Ighv1-65	ENSMUSG00000104593	IG_V_pseudogene	349
Ighv1-66	ENSMUSG00000095519	IG_V_gene	399
Ighv1-67	ENSMUSG00000095863	IG_V_gene	351
Ighv1-68	ENSMUSG00000105582	IG_V_pseudogene	294
Ighv1-69	ENSMUSG00000094502	IG_V_gene	351
Ighv1-7	ENSMUSG00000095200	IG_V_gene	388
Ighv1-70	ENSMUSG00000106601	IG_V_pseudogene	351
Ighv1-71	ENSMUSG00000096577	IG_V_gene	359
Ighv1-72	ENSMUSG00000096074	IG_V_gene	396
Ighv1-73	ENSMUSG00000106599	IG_V_pseudogene	352
Ighv1-74	ENSMUSG00000094124	IG_V_gene	351
Ighv1-75	ENSMUSG00000096020	IG_V_gene	373
Ighv1-76	ENSMUSG00000093896	IG_V_gene	368
Ighv1-77	ENSMUSG00000096452	IG_V_gene	406
Ighv1-78	ENSMUSG00000096326	IG_V_gene	376
Ighv1-79	ENSMUSG00000105123	IG_V_pseudogene	350
Ighv1-8	ENSMUSG00000103667	IG_V_pseudogene	293
Ighv1-80	ENSMUSG00000094075	IG_V_gene	351
Ighv1-81	ENSMUSG00000094689	IG_V_gene	351
Ighv1-82	ENSMUSG00000095127	IG_V_gene	386
Ighv1-83	ENSMUSG00000105757	IG_V_pseudogene	351
Ighv1-84	ENSMUSG00000094940	IG_V_gene	351
Ighv1-85	ENSMUSG00000096150	IG_V_gene	351
Ighv1-86	ENSMUSG00000105605	IG_V_pseudogene	353
Ighv1-9	ENSMUSG00000094694	IG_V_gene	351
Ighv10-1	ENSMUSG00000095981	IG_V_gene	359
Ighv10-2	ENSMUSG00000103875	IG_V_pseudogene	298
Ighv10-3	ENSMUSG00000095700	IG_V_gene	377
Ighv10-4	ENSMUSG00000104152	IG_V_pseudogene	299
Ighv11-1	ENSMUSG00000094533	IG_V_gene	353
Ighv11-2	ENSMUSG00000096108	IG_V_gene	461
Ighv12-1	ENSMUSG00000103918	IG_V_pseudogene	329
Ighv12-2	ENSMUSG00000102515	IG_V_pseudogene	362
Ighv12-3	ENSMUSG00000076676	IG_V_gene	353
Ighv13-1	ENSMUSG00000102497	IG_V_pseudogene	294
Ighv13-2	ENSMUSG00000076671	IG_V_gene	359
Ighv14-1	ENSMUSG00000094509	IG_V_gene	351
Ighv14-2	ENSMUSG00000095583	IG_V_gene	351
Ighv14-3	ENSMUSG00000095642	IG_V_gene	399
Ighv14-4	ENSMUSG00000076666	IG_V_gene	351
Ighv15-1	ENSMUSG00000103121	IG_V_pseudogene	276
Ighv15-2	ENSMUSG00000076688	IG_V_gene	354
Ighv16-1	ENSMUSG00000076661	IG_V_gene	353
Ighv2-1	ENSMUSG00000091606	IG_V_pseudogene	353
Ighv2-2	ENSMUSG00000096464	IG_V_gene	352
Ighv2-3	ENSMUSG00000094164	IG_V_gene	347
Ighv2-4	ENSMUSG00000095866	IG_V_gene	350
Ighv2-5	ENSMUSG00000096498	IG_V_gene	480
Ighv2-6	ENSMUSG00000096670	IG_V_gene	350
Ighv2-6-8	ENSMUSG00000076646	IG_V_gene	350
Ighv2-7	ENSMUSG00000096824	IG_V_gene	355
Ighv2-8	ENSMUSG00000102878	IG_V_pseudogene	262
Ighv2-9	ENSMUSG00000096638	IG_V_gene	362
Ighv2-9-1	ENSMUSG00000095565	IG_V_gene	369
Ighv3-1	ENSMUSG00000093838	IG_V_gene	350
Ighv3-2	ENSMUSG00000103297	IG_V_pseudogene	349
Ighv3-3	ENSMUSG00000094029	IG_V_gene	350
Ighv3-4	ENSMUSG00000103939	IG_V_gene	353
Ighv3-5	ENSMUSG00000076670	IG_V_gene	353
Ighv3-6	ENSMUSG00000076672	IG_V_gene	350
Ighv3-7	ENSMUSG00000102601	IG_V_pseudogene	348
Ighv3-8	ENSMUSG00000076674	IG_V_gene	394
Ighv4-1	ENSMUSG00000076655	IG_V_gene	414
Ighv4-2	ENSMUSG00000103271	IG_V_pseudogene	362
Ighv5-1	ENSMUSG00000102901	IG_V_pseudogene	353
Ighv5-10	ENSMUSG00000104278	IG_V_pseudogene	252
Ighv5-11	ENSMUSG00000103185	IG_V_pseudogene	371
Ighv5-12	ENSMUSG00000095429	IG_V_gene	353
Ighv5-12-4	ENSMUSG00000103033	IG_V_gene	353
Ighv5-13	ENSMUSG00000103184	IG_V_pseudogene	290
Ighv5-15	ENSMUSG00000094134	IG_V_gene	361
Ighv5-16	ENSMUSG00000094194	IG_V_gene	380
Ighv5-17	ENSMUSG00000095571	IG_V_gene	405
Ighv5-18	ENSMUSG00000103893	IG_V_pseudogene	326
Ighv5-19	ENSMUSG00000104319	IG_V_pseudogene	297
Ighv5-2	ENSMUSG00000076633	IG_V_gene	353
Ighv5-21	ENSMUSG00000103989	IG_V_pseudogene	295
Ighv5-3	ENSMUSG00000103934	IG_V_pseudogene	322
Ighv5-4	ENSMUSG00000095612	IG_V_gene	425
Ighv5-5	ENSMUSG00000102645	IG_V_pseudogene	329
Ighv5-6	ENSMUSG00000094951	IG_V_gene	353
Ighv5-7	ENSMUSG00000102848	IG_V_pseudogene	244
Ighv5-8	ENSMUSG00000103262	IG_V_pseudogene	337
Ighv5-8	ENSMUSG00000090395	IG_LV_gene	337
Ighv5-9	ENSMUSG00000095285	IG_V_gene	418
Ighv5-9-1	ENSMUSG00000095210	IG_V_gene	413
Ighv6-1	ENSMUSG00000103111	IG_V_pseudogene	343
Ighv6-2	ENSMUSG00000104129	IG_V_pseudogene	295
Ighv6-3	ENSMUSG00000076677	IG_V_gene	356
Ighv6-4	ENSMUSG00000094174	IG_V_gene	357
Ighv6-5	ENSMUSG00000096407	IG_V_gene	357
Ighv6-6	ENSMUSG00000076680	IG_V_gene	357
Ighv6-7	ENSMUSG00000087582	IG_V_gene	357
Ighv7-1	ENSMUSG00000076665	IG_V_gene	363
Ighv7-2	ENSMUSG00000076653	IG_V_gene	357
Ighv7-3	ENSMUSG00000076652	IG_V_gene	361
Ighv7-4	ENSMUSG00000076668	IG_V_gene	437
Ighv8-1	ENSMUSG00000104115	IG_V_pseudogene	291
Ighv8-10	ENSMUSG00000106325	IG_V_pseudogene	358
Ighv8-11	ENSMUSG00000095170	IG_V_gene	358
Ighv8-12	ENSMUSG00000076731	IG_V_gene	358
Ighv8-13	ENSMUSG00000076733	IG_V_gene	303
Ighv8-14	ENSMUSG00000091087	IG_V_pseudogene	358
Ighv8-15	ENSMUSG00000104542	IG_V_pseudogene	294
Ighv8-16	ENSMUSG00000106482	IG_V_pseudogene	294
Ighv8-2	ENSMUSG00000102301	IG_V_gene	359
Ighv8-3	ENSMUSG00000103990	IG_V_pseudogene	295
Ighv8-4	ENSMUSG00000096355	IG_V_gene	351
Ighv8-5	ENSMUSG00000102364	IG_V_gene	358
Ighv8-6	ENSMUSG00000094505	IG_V_gene	354
Ighv8-7	ENSMUSG00000102381	IG_V_pseudogene	297
Ighv8-8	ENSMUSG00000104452	IG_V_gene	358
Ighv8-9	ENSMUSG00000095117	IG_V_gene	363
Ighv9-1	ENSMUSG00000096805	IG_V_gene	351
Ighv9-2	ENSMUSG00000094102	IG_V_gene	351
Ighv9-3	ENSMUSG00000096459	IG_V_gene	351
Ighv9-4	ENSMUSG00000094322	IG_V_gene	351
Igip	ENSMUSG00000110185	protein_coding	2839
Igkc	ENSMUSG00000076609	IG_C_gene	532
Igkj1	ENSMUSG00000076604	IG_J_gene	38
Igkj2	ENSMUSG00000076605	IG_J_gene	43
Igkj3	ENSMUSG00000076606	IG_J_gene	38
Igkj4	ENSMUSG00000076607	IG_J_gene	38
Igkj5	ENSMUSG00000076608	IG_J_gene	42
Igkv1-108	ENSMUSG00000105043	IG_V_pseudogene	298
Igkv1-110	ENSMUSG00000093861	IG_V_gene	401
Igkv1-115	ENSMUSG00000091800	IG_V_pseudogene	302
Igkv1-117	ENSMUSG00000094335	IG_V_gene	404
Igkv1-122	ENSMUSG00000095497	IG_V_gene	383
Igkv1-131	ENSMUSG00000076505	IG_V_gene	362
Igkv1-132	ENSMUSG00000096580	IG_V_gene	362
Igkv1-133	ENSMUSG00000094491	IG_V_gene	374
Igkv1-135	ENSMUSG00000096336	IG_V_gene	394
Igkv1-136	ENSMUSG00000104931	IG_V_pseudogene	297
Igkv1-35	ENSMUSG00000076573	IG_V_gene	362
Igkv1-88	ENSMUSG00000076535	IG_V_gene	362
Igkv1-99	ENSMUSG00000076525	IG_V_gene	376
Igkv10-94	ENSMUSG00000096490	IG_V_gene	347
Igkv10-95	ENSMUSG00000094902	IG_V_gene	347
Igkv10-96	ENSMUSG00000094420	IG_V_gene	359
Igkv11-106	ENSMUSG00000076530	IG_V_pseudogene	346
Igkv11-114	ENSMUSG00000105363	IG_V_pseudogene	346
Igkv11-118	ENSMUSG00000104934	IG_V_pseudogene	346
Igkv11-125	ENSMUSG00000095737	IG_V_gene	353
Igkv12-38	ENSMUSG00000076570	IG_V_gene	347
Igkv12-40	ENSMUSG00000105955	IG_V_pseudogene	347
Igkv12-41	ENSMUSG00000095007	IG_V_gene	347
Igkv12-42	ENSMUSG00000105915	IG_V_pseudogene	327
Igkv12-44	ENSMUSG00000096422	IG_V_gene	401
Igkv12-46	ENSMUSG00000076564	IG_V_gene	377
Igkv12-47	ENSMUSG00000106256	IG_V_pseudogene	356
Igkv12-49	ENSMUSG00000105725	IG_V_pseudogene	278
Igkv12-66	ENSMUSG00000105110	IG_V_pseudogene	348
Igkv12-67	ENSMUSG00000104697	IG_V_pseudogene	354
Igkv12-89	ENSMUSG00000076534	IG_V_gene	338
Igkv12-98	ENSMUSG00000076526	IG_V_gene	347
Igkv13-54-1	ENSMUSG00000105301	IG_V_pseudogene	303
Igkv13-55-1	ENSMUSG00000106213	IG_V_pseudogene	308
Igkv13-56-1	ENSMUSG00000106546	IG_V_pseudogene	209
Igkv13-57-1	ENSMUSG00000105369	IG_V_pseudogene	305
Igkv13-57-2	ENSMUSG00000104551	IG_V_pseudogene	336
Igkv13-61-1	ENSMUSG00000106216	IG_V_pseudogene	296
Igkv13-62-1	ENSMUSG00000105323	IG_V_pseudogene	317
Igkv13-64	ENSMUSG00000105747	IG_V_pseudogene	343
Igkv13-71-1	ENSMUSG00000105968	IG_V_pseudogene	264
Igkv13-73-1	ENSMUSG00000105989	IG_V_pseudogene	200
Igkv13-74-1	ENSMUSG00000104922	IG_V_pseudogene	242
Igkv13-76	ENSMUSG00000104609	IG_V_pseudogene	347
Igkv13-78-1	ENSMUSG00000105480	IG_V_pseudogene	200
Igkv13-80-1	ENSMUSG00000105539	IG_V_pseudogene	255
Igkv13-82	ENSMUSG00000105752	IG_V_pseudogene	346
Igkv13-84	ENSMUSG00000076538	IG_V_gene	347
Igkv13-85	ENSMUSG00000079543	IG_V_gene	347
Igkv13-87	ENSMUSG00000079544	IG_V_pseudogene	286
Igkv14-100	ENSMUSG00000096515	IG_V_gene	353
Igkv14-111	ENSMUSG00000095771	IG_V_gene	368
Igkv14-118-1	ENSMUSG00000106480	IG_V_pseudogene	334
Igkv14-118-2	ENSMUSG00000106098	IG_V_pseudogene	339
Igkv14-126	ENSMUSG00000094345	IG_V_gene	358
Igkv14-126-1	ENSMUSG00000106372	IG_V_pseudogene	346
Igkv14-130	ENSMUSG00000096461	IG_V_gene	353
Igkv14-134-1	ENSMUSG00000104883	IG_V_pseudogene	331
Igkv15-101	ENSMUSG00000105319	IG_V_pseudogene	299
Igkv15-101-1	ENSMUSG00000106187	IG_V_pseudogene	258
Igkv15-102	ENSMUSG00000104832	IG_V_pseudogene	287
Igkv15-103	ENSMUSG00000076523	IG_V_gene	375
Igkv15-97	ENSMUSG00000105817	IG_V_pseudogene	339
Igkv16-104	ENSMUSG00000076522	IG_V_gene	378
Igkv17-121	ENSMUSG00000076514	IG_V_gene	359
Igkv17-127	ENSMUSG00000076508	IG_V_gene	359
Igkv17-134	ENSMUSG00000091268	IG_V_pseudogene	348
Igkv18-36	ENSMUSG00000076572	IG_V_gene	344
Igkv19-93	ENSMUSG00000098814	IG_V_gene	363
Igkv2-105	ENSMUSG00000106066	IG_V_pseudogene	377
Igkv2-107	ENSMUSG00000106494	IG_V_pseudogene	313
Igkv2-109	ENSMUSG00000105606	IG_V_gene	374
Igkv2-112	ENSMUSG00000076518	IG_V_gene	361
Igkv2-113	ENSMUSG00000105463	IG_V_pseudogene	362
Igkv2-116	ENSMUSG00000106630	IG_V_pseudogene	362
Igkv2-137	ENSMUSG00000076501	IG_V_gene	501
Igkv2-93-1	ENSMUSG00000106318	IG_V_pseudogene	272
Igkv2-95-1	ENSMUSG00000106381	IG_V_pseudogene	272
Igkv2-95-2	ENSMUSG00000090781	IG_V_pseudogene	222
Igkv20-101-2	ENSMUSG00000106403	IG_V_gene	339
Igkv3-1	ENSMUSG00000095682	IG_V_gene	359
Igkv3-10	ENSMUSG00000076596	IG_V_gene	359
Igkv3-11	ENSMUSG00000105499	IG_V_pseudogene	385
Igkv3-12	ENSMUSG00000094117	IG_V_gene	359
Igkv3-12-1	ENSMUSG00000105862	IG_V_pseudogene	351
Igkv3-2	ENSMUSG00000095351	IG_V_gene	378
Igkv3-3	ENSMUSG00000094478	IG_V_gene	359
Igkv3-4	ENSMUSG00000096715	IG_V_gene	360
Igkv3-5	ENSMUSG00000095335	IG_V_gene	382
Igkv3-6	ENSMUSG00000106667	IG_V_pseudogene	342
Igkv3-7	ENSMUSG00000076598	IG_V_gene	359
Igkv3-8	ENSMUSG00000104760	IG_V_pseudogene	339
Igkv3-9	ENSMUSG00000095338	IG_V_gene	359
Igkv4-50	ENSMUSG00000076562	IG_V_gene	352
Igkv4-51	ENSMUSG00000094993	IG_V_gene	394
Igkv4-53	ENSMUSG00000095753	IG_V_gene	367
Igkv4-54	ENSMUSG00000094319	IG_V_gene	352
Igkv4-55	ENSMUSG00000096833	IG_V_gene	379
Igkv4-56	ENSMUSG00000106016	IG_V_pseudogene	349
Igkv4-57	ENSMUSG00000076556	IG_V_gene	352
Igkv4-57-1	ENSMUSG00000076555	IG_V_gene	373
Igkv4-58	ENSMUSG00000095633	IG_V_gene	358
Igkv4-59	ENSMUSG00000094006	IG_V_gene	368
Igkv4-60	ENSMUSG00000104679	IG_V_pseudogene	358
Igkv4-61	ENSMUSG00000076552	IG_V_gene	382
Igkv4-62	ENSMUSG00000094262	IG_V_gene	352
Igkv4-63	ENSMUSG00000076550	IG_V_gene	352
Igkv4-65	ENSMUSG00000105883	IG_V_pseudogene	358
Igkv4-68	ENSMUSG00000076549	IG_V_gene	394
Igkv4-69	ENSMUSG00000076548	IG_V_gene	348
Igkv4-70	ENSMUSG00000076547	IG_V_gene	379
Igkv4-71	ENSMUSG00000073028	IG_V_gene	352
Igkv4-72	ENSMUSG00000076545	IG_V_gene	402
Igkv4-73	ENSMUSG00000106387	IG_V_pseudogene	358
Igkv4-74	ENSMUSG00000076543	IG_V_gene	394
Igkv4-75	ENSMUSG00000104712	IG_V_pseudogene	359
Igkv4-77	ENSMUSG00000105462	IG_V_pseudogene	352
Igkv4-78	ENSMUSG00000094315	IG_V_gene	358
Igkv4-79	ENSMUSG00000076541	IG_V_gene	358
Igkv4-80	ENSMUSG00000076540	IG_V_gene	348
Igkv4-81	ENSMUSG00000076539	IG_V_gene	358
Igkv4-83	ENSMUSG00000076557	IG_V_pseudogene	334
Igkv4-86	ENSMUSG00000076536	IG_V_gene	378
Igkv4-90	ENSMUSG00000076533	IG_V_gene	352
Igkv4-91	ENSMUSG00000076532	IG_V_gene	358
Igkv4-92	ENSMUSG00000076531	IG_V_gene	351
Igkv5-37	ENSMUSG00000076571	IG_V_gene	359
Igkv5-39	ENSMUSG00000076569	IG_V_gene	347
Igkv5-40-1	ENSMUSG00000104533	IG_V_pseudogene	359
Igkv5-43	ENSMUSG00000094433	IG_V_gene	379
Igkv5-45	ENSMUSG00000094094	IG_V_gene	385
Igkv5-48	ENSMUSG00000076563	IG_V_gene	360
Igkv6-13	ENSMUSG00000076594	IG_V_gene	359
Igkv6-14	ENSMUSG00000096844	IG_V_gene	347
Igkv6-15	ENSMUSG00000094797	IG_V_gene	347
Igkv6-17	ENSMUSG00000095794	IG_V_gene	377
Igkv6-20	ENSMUSG00000076587	IG_V_gene	375
Igkv6-23	ENSMUSG00000095630	IG_V_gene	369
Igkv6-25	ENSMUSG00000094930	IG_V_gene	380
Igkv6-29	ENSMUSG00000076578	IG_V_gene	375
Igkv6-32	ENSMUSG00000076576	IG_V_gene	366
Igkv7-33	ENSMUSG00000076575	IG_V_gene	365
Igkv8-16	ENSMUSG00000076591	IG_V_gene	379
Igkv8-18	ENSMUSG00000076589	IG_V_gene	395
Igkv8-19	ENSMUSG00000096594	IG_V_gene	370
Igkv8-21	ENSMUSG00000076586	IG_V_gene	382
Igkv8-22	ENSMUSG00000105668	IG_V_pseudogene	367
Igkv8-24	ENSMUSG00000076583	IG_V_gene	365
Igkv8-26	ENSMUSG00000076581	IG_V_gene	371
Igkv8-27	ENSMUSG00000076580	IG_V_gene	360
Igkv8-28	ENSMUSG00000094356	IG_V_gene	370
Igkv8-30	ENSMUSG00000076577	IG_V_gene	368
Igkv8-31	ENSMUSG00000105781	IG_V_pseudogene	372
Igkv8-34	ENSMUSG00000104769	IG_V_gene	365
Igkv9-119	ENSMUSG00000104575	IG_V_pseudogene	353
Igkv9-120	ENSMUSG00000094872	IG_V_gene	353
Igkv9-123	ENSMUSG00000076512	IG_V_gene	377
Igkv9-124	ENSMUSG00000096632	IG_V_gene	353
Igkv9-128	ENSMUSG00000104742	IG_V_pseudogene	353
Igkv9-129	ENSMUSG00000093906	IG_V_gene	353
Iglc1	ENSMUSG00000105906	IG_C_gene	454
Iglc2	ENSMUSG00000076937	IG_C_gene	606
Iglc3	ENSMUSG00000105547	IG_C_gene	452
Iglc4	ENSMUSG00000106039	IG_C_gene	314
Iglj1	ENSMUSG00000106668	IG_J_gene	38
Iglj2	ENSMUSG00000104975	IG_J_gene	38
Iglj3	ENSMUSG00000105231	IG_J_gene	38
Iglj3p	ENSMUSG00000106405	IG_J_gene	38
Iglj4	ENSMUSG00000105066	IG_J_gene	42
Igll1	ENSMUSG00000075370	protein_coding	2161
Iglon5	ENSMUSG00000013367	protein_coding	2622
Iglv1	ENSMUSG00000076934	IG_V_gene	391
Iglv2	ENSMUSG00000076940	IG_V_gene	366
Iglv3	ENSMUSG00000076939	IG_V_gene	381
Igsf1	ENSMUSG00000031111	protein_coding	4421
Igsf10	ENSMUSG00000036334	protein_coding	10080
Igsf11	ENSMUSG00000022790	protein_coding	3443
Igsf21	ENSMUSG00000040972	protein_coding	1979
Igsf23	ENSMUSG00000040498	protein_coding	1908
Igsf3	ENSMUSG00000042035	protein_coding	7370
Igsf5	ENSMUSG00000000159	protein_coding	1851
Igsf6	ENSMUSG00000035004	protein_coding	2172
Igsf8	ENSMUSG00000038034	protein_coding	2851
Igsf9	ENSMUSG00000037995	protein_coding	4205
Igsf9b	ENSMUSG00000034275	protein_coding	16144
Igtp	ENSMUSG00000078853	protein_coding	2022
Ihh	ENSMUSG00000006538	protein_coding	2468
Iigp1	ENSMUSG00000054072	protein_coding	3121
Ik	ENSMUSG00000024474	protein_coding	2877
Ikbip	ENSMUSG00000019975	protein_coding	3229
Ikbkb	ENSMUSG00000031537	protein_coding	4845
Ikbke	ENSMUSG00000042349	protein_coding	5856
Ikbkg	ENSMUSG00000004221	protein_coding	7016
Ikzf1	ENSMUSG00000018654	protein_coding	5163
Ikzf2	ENSMUSG00000025997	protein_coding	9273
Ikzf3	ENSMUSG00000018168	protein_coding	4607
Ikzf4	ENSMUSG00000002578	protein_coding	5251
Ikzf5	ENSMUSG00000040167	protein_coding	4428
Il10	ENSMUSG00000016529	protein_coding	1310
Il10ra	ENSMUSG00000032089	protein_coding	3498
Il10rb	ENSMUSG00000022969	protein_coding	2791
Il11	ENSMUSG00000004371	protein_coding	1949
Il11ra1	ENSMUSG00000073889	protein_coding	2601
Il11ra2	ENSMUSG00000078735	protein_coding	1954
Il11ra2	ENSMUSG00000095456	protein_coding	1954
